,2024-12-31 00:00:00,2023-12-31 00:00:00,2022-12-31 00:00:00,2021-12-31 00:00:00,2020-12-31 00:00:00,Ticker,2024-06-30 00:00:00,2023-06-30 00:00:00,2022-06-30 00:00:00,2021-06-30 00:00:00,2020-06-30 00:00:00,2024-03-31 00:00:00,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2024-05-31 00:00:00,2023-05-31 00:00:00,2022-05-31 00:00:00,2021-05-31 00:00:00,2020-05-31 00:00:00
Selling And Marketing Expense,,,1010227000.0,1100769000.0,264814000.0,2015.HK,,,,,,,,,,,,,,
General And Administrative Expense,,,4423374000.0,2302424000.0,816082000.0,2015.HK,,,,,,,,,,,,,,
Other Gand A,,,904185000.0,563592000.0,204066000.0,2015.HK,,,,,,,,,,,,,,
Rent And Landing Fees,,,645792000.0,324655000.0,162907000.0,2015.HK,,,,,,,,,,,,,,
Salaries And Wages,,,2873397000.0,1414177000.0,449109000.0,2015.HK,,,,,,,,,,,,,,
Gross Profit,,27496751000.0,8790456000.0,5761454000.0,1549339000.0,2015.HK,,,,,,,,,,,,,,
Cost Of Revenue,,96354581000.0,36496360000.0,21248325000.0,7907270000.0,2015.HK,,,,,,,,,,,,,,
Total Revenue,,123851332000.0,45286816000.0,27009779000.0,9456609000.0,2015.HK,,,,,,,,,,,,,,
Operating Revenue,,120294667000.0,44106434000.0,26128469000.0,9282703000.0,2015.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,861613050.630598,836892.58312,17875000.0,0.0,,2020.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,0.223679,0.278964,0.275,0.267,,2020.HK,,,,,,,,,,,,,,
Normalized EBITDA,24129000000.0,21145000000.0,16265000000.0,14949000000.0,,2020.HK,,,,,,,,,,,,,,
Total Unusual Items,3852000000.0,3000000.0,65000000.0,0.0,,2020.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,3852000000.0,3000000.0,65000000.0,0.0,,2020.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,15596000000.0,10236000000.0,7590000000.0,7720000000.0,,2020.HK,,,,,,,,,,,,,,
Reconciled Depreciation,5471000000.0,4987000000.0,4464000000.0,3266000000.0,,2020.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,26794000000.0,23328000000.0,21333000000.0,18924000000.0,,2020.HK,,,,,,,,,,,,,,
EBITDA,27981000000.0,21148000000.0,16330000000.0,14949000000.0,,2020.HK,,,,,,,,,,,,,,
EBIT,22510000000.0,16161000000.0,11866000000.0,11683000000.0,,2020.HK,,,,,,,,,,,,,,
Net Interest Income,1220000000.0,949000000.0,98000000.0,-51000000.0,,2020.HK,,,,,,,,,,,,,,
Interest Expense,626000000.0,521000000.0,511000000.0,443000000.0,,2020.HK,,,,,,,,,,,,,,
Interest Income,1846000000.0,1470000000.0,609000000.0,392000000.0,,2020.HK,,,,,,,,,,,,,,
Normalized Income,12605613050.630598,10233836892.58312,7542875000.0,7720000000.0,,2020.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,15596000000.0,10236000000.0,7590000000.0,7720000000.0,,2020.HK,,,,,,,,,,,,,,
Total Expenses,54415000000.0,47201000000.0,42646000000.0,38439000000.0,,2020.HK,,,,,,,,,,,,,,
Total Operating Income As Reported,16595000000.0,15367000000.0,11230000000.0,10989000000.0,,2020.HK,,,,,,,,,,,,,,
Diluted Average Shares,2906049000.0,2867056000.0,2781008000.0,2775923000.0,,2020.HK,,,,,,,,,,,,,,
Basic Average Shares,2808377000.0,2774745000.0,2692248000.0,2690334000.0,,2020.HK,,,,,,,,,,,,,,
Diluted EPS,5.41,3.6,2.76,2.81,,2020.HK,,,,,,,,,,,,,,
Basic EPS,5.55,3.69,2.82,2.87,,2020.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,15723000000.0,10327000000.0,7672000000.0,7720000000.0,,2020.HK,,,,,,,,,,,,,,
Average Dilution Earnings,127000000.0,91000000.0,82000000.0,,81000000.0,2020.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,15596000000.0,10236000000.0,7590000000.0,7720000000.0,,2020.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,,2020.HK,,,,,,,,,,,,,,
Net Income,15596000000.0,10236000000.0,7590000000.0,7720000000.0,,2020.HK,,,,,,,,,,,,,,
Minority Interests,-1393000000.0,-1041000000.0,-655000000.0,-499000000.0,,2020.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,16989000000.0,11277000000.0,8245000000.0,8219000000.0,,2020.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,16989000000.0,11277000000.0,8245000000.0,8219000000.0,,2020.HK,,,,,,,,,,,,,,
Tax Provision,4895000000.0,4363000000.0,3110000000.0,3021000000.0,,2020.HK,,,,,,,,,,,,,,
Pretax Income,21884000000.0,15640000000.0,11355000000.0,11240000000.0,,2020.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,180000000.0,176000000.0,196000000.0,107000000.0,,2020.HK,,,,,,,,,,,,,,
Special Income Charges,3668000000.0,33000000.0,27000000.0,-9000000.0,,2020.HK,,,,,,,,,,,,,,
Other Special Charges,-3668000000.0,-33000000.0,-27000000.0,9000000.0,,2020.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,1220000000.0,949000000.0,98000000.0,-51000000.0,,2020.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,626000000.0,521000000.0,511000000.0,443000000.0,,2020.HK,,,,,,,,,,,,,,
Interest Income Non Operating,1846000000.0,1470000000.0,609000000.0,392000000.0,,2020.HK,,,,,,,,,,,,,,
Operating Income,16411000000.0,15155000000.0,11005000000.0,10889000000.0,,2020.HK,,,,,,,,,,,,,,
Operating Expense,27621000000.0,23873000000.0,21313000000.0,19515000000.0,,2020.HK,,,,,,,,,,,,,,
Selling General And Administration,29845000000.0,25366000000.0,23216000000.0,20681000000.0,,2020.HK,,,,,,,,,,,,,,
Selling And Marketing Expense,25647000000.0,21673000000.0,19629000000.0,17753000000.0,,2020.HK,,,,,,,,,,,,,,
General And Administrative Expense,4198000000.0,3693000000.0,3587000000.0,2928000000.0,,2020.HK,,,,,,,,,,,,,,
Gross Profit,44032000000.0,39028000000.0,32318000000.0,30404000000.0,,2020.HK,,,,,,,,,,,,,,
Cost Of Revenue,26794000000.0,23328000000.0,21333000000.0,18924000000.0,,2020.HK,,,,,,,,,,,,,,
Total Revenue,70826000000.0,62356000000.0,53651000000.0,49328000000.0,,2020.HK,,,,,,,,,,,,,,
Operating Revenue,70826000000.0,62356000000.0,53651000000.0,49328000000.0,,2020.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,,-30784068.0,-106869640.0,21212873.0,34779881.445344,2269.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,,0.151,0.145,0.121,0.138911,2269.HK,,,,,,,,,,,,,,
Normalized EBITDA,,5705535000.0,6959859000.0,4338780000.0,2061126000.0,2269.HK,,,,,,,,,,,,,,
Total Unusual Items,,-203868000.0,-737032000.0,175313000.0,250375000.0,2269.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,-203868000.0,-737032000.0,175313000.0,250375000.0,2269.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,3399729000.0,4420286000.0,3388478000.0,1688886000.0,2269.HK,,,,,,,,,,,,,,
Reconciled Depreciation,,1169376000.0,800674000.0,481783000.0,303009000.0,2269.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,,10206354000.0,8544646000.0,5461153000.0,3079418000.0,2269.HK,,,,,,,,,,,,,,
EBITDA,,5501667000.0,6222827000.0,4514093000.0,2311501000.0,2269.HK,,,,,,,,,,,,,,
EBIT,,4332291000.0,5422153000.0,4032310000.0,2008492000.0,2269.HK,,,,,,,,,,,,,,
Net Interest Income,,60690000.0,43093000.0,18835000.0,38132000.0,2269.HK,,,,,,,,,,,,,,
Interest Expense,,158488000.0,64382000.0,39191000.0,42732000.0,2269.HK,,,,,,,,,,,,,,
Interest Income,,219178000.0,107475000.0,58026000.0,80864000.0,2269.HK,,,,,,,,,,,,,,
Normalized Income,,3572812932.0,5050448360.0,3234377873.0,1473290881.445344,2269.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,3399729000.0,4420286000.0,3388478000.0,1688886000.0,2269.HK,,,,,,,,,,,,,,
Total Expenses,,12584058000.0,10470305000.0,6825385000.0,3850849000.0,2269.HK,,,,,,,,,,,,,,
Diluted Average Shares,,4348874478.0,4375907893.0,4421796934.0,4209169336.0,2269.HK,,,,,,,,,,,,,,
Basic Average Shares,,4163542567.0,4172735893.0,4173681127.0,3952963529.0,2269.HK,,,,,,,,,,,,,,
Diluted EPS,,0.77,1.01,0.77,0.4,2269.HK,,,,,,,,,,,,,,
Basic EPS,,0.82,1.06,0.81,0.43,2269.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,3360224000.0,4420286000.0,3388478000.0,1688886000.0,2269.HK,,,,,,,,,,,,,,
Average Dilution Earnings,,-39505000.0,0.0,,,2269.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,,3399729000.0,4420286000.0,3388478000.0,1688886000.0,2269.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,0.0,0.0,0.0,0.0,2269.HK,,,,,,,,,,,,,,
Net Income,,3399729000.0,4420286000.0,3388478000.0,1688886000.0,2269.HK,,,,,,,,,,,,,,
Minority Interests,,-170895000.0,-129620000.0,-120103000.0,-3808000.0,2269.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,3570624000.0,4549906000.0,3508581000.0,1692694000.0,2269.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,,3570624000.0,4549906000.0,3508581000.0,1692694000.0,2269.HK,,,,,,,,,,,,,,
Tax Provision,,603179000.0,807865000.0,484538000.0,273066000.0,2269.HK,,,,,,,,,,,,,,
Pretax Income,,4173803000.0,5357771000.0,3993119000.0,1965760000.0,2269.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,16965000.0,17941000.0,837000.0,4384000.0,2269.HK,,,,,,,,,,,,,,
Special Income Charges,,-373548000.0,-258525000.0,-156667000.0,-121062000.0,2269.HK,,,,,,,,,,,,,,
Other Special Charges,,53578000.0,,,,2269.HK,,,,,,,,,,,,,,
Write Off,,319970000.0,258525000.0,156667000.0,121062000.0,2269.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,60690000.0,43093000.0,18835000.0,38132000.0,2269.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,,158488000.0,64382000.0,39191000.0,42732000.0,2269.HK,,,,,,,,,,,,,,
Interest Income Non Operating,,219178000.0,107475000.0,58026000.0,80864000.0,2269.HK,,,,,,,,,,,,,,
Operating Income,,4450197000.0,4798355000.0,3464665000.0,1761535000.0,2269.HK,,,,,,,,,,,,,,
Operating Expense,,2377704000.0,1925659000.0,1364232000.0,771431000.0,2269.HK,,,,,,,,,,,,,,
Research And Development,,785822000.0,682818000.0,501583000.0,303734000.0,2269.HK,,,,,,,,,,,,,,
Selling General And Administration,,1789361000.0,1432505000.0,1000579000.0,605851000.0,2269.HK,,,,,,,,,,,,,,
Selling And Marketing Expense,,294009000.0,162913000.0,124647000.0,94415000.0,2269.HK,,,,,,,,,,,,,,
General And Administrative Expense,,1495352000.0,1269592000.0,875932000.0,511436000.0,2269.HK,,,,,,,,,,,,,,
Gross Profit,,6827901000.0,6724014000.0,4828897000.0,2532966000.0,2269.HK,,,,,,,,,,,,,,
Cost Of Revenue,,10206354000.0,8544646000.0,5461153000.0,3079418000.0,2269.HK,,,,,,,,,,,,,,
Total Revenue,,17034255000.0,15268660000.0,10290050000.0,5612384000.0,2269.HK,,,,,,,,,,,,,,
Operating Revenue,,17034255000.0,15268660000.0,10290050000.0,5612384000.0,2269.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,,10851684.8184,-3959361.164317,16413634.005926,830804.138867,2313.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,,0.087727,0.13282,0.118127,0.077966,2313.HK,,,,,,,,,,,,,,
Normalized EBITDA,,6691852000.0,6919143000.0,4984519000.0,6663886000.0,2313.HK,,,,,,,,,,,,,,
Total Unusual Items,,123699000.0,-29810000.0,138949000.0,10656000.0,2313.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,123699000.0,-29810000.0,138949000.0,10656000.0,2313.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,4557263000.0,4562783000.0,3371702000.0,5106736000.0,2313.HK,,,,,,,,,,,,,,
Reconciled Depreciation,,1474245000.0,1398901000.0,1156116000.0,1053866000.0,2313.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,,18909916000.0,21655563000.0,18055359000.0,15836040000.0,2313.HK,,,,,,,,,,,,,,
EBITDA,,6815551000.0,6889333000.0,5123468000.0,6674542000.0,2313.HK,,,,,,,,,,,,,,
EBIT,,5341306000.0,5490432000.0,3967352000.0,5620676000.0,2313.HK,,,,,,,,,,,,,,
Net Interest Income,,433099000.0,49767000.0,80460000.0,224005000.0,2313.HK,,,,,,,,,,,,,,
Interest Expense,,345805000.0,228359000.0,144036000.0,108250000.0,2313.HK,,,,,,,,,,,,,,
Interest Income,,778904000.0,278126000.0,224496000.0,332255000.0,2313.HK,,,,,,,,,,,,,,
Normalized Income,,4444415684.8184,4588633638.835683,3249166634.005926,5096910804.138867,2313.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,4557263000.0,4562783000.0,3371702000.0,5106736000.0,2313.HK,,,,,,,,,,,,,,
Total Expenses,,20705049000.0,23641659000.0,20092911000.0,17293892000.0,2313.HK,,,,,,,,,,,,,,
Diluted Average Shares,,1503222397.0,1503222397.0,1503222397.0,1503222397.0,2313.HK,,,,,,,,,,,,,,
Basic Average Shares,,1503222397.0,1503222397.0,1503222397.0,1503222397.0,2313.HK,,,,,,,,,,,,,,
Diluted EPS,,3.03,3.04,2.24,3.4,2313.HK,,,,,,,,,,,,,,
Basic EPS,,3.03,3.04,2.24,3.4,2313.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,4557263000.0,4562783000.0,3371702000.0,5106736000.0,2313.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,,4557263000.0,4562783000.0,3371702000.0,5106736000.0,2313.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,0.0,0.0,0.0,0.0,2313.HK,,,,,,,,,,,,,,
Net Income,,4557263000.0,4562783000.0,3371702000.0,5106736000.0,2313.HK,,,,,,,,,,,,,,
Minority Interests,,0.0,-382000.0,23000.0,24091000.0,2313.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,4557263000.0,4563165000.0,3371679000.0,5082645000.0,2313.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,,4557263000.0,4563165000.0,3371679000.0,5082645000.0,2313.HK,,,,,,,,,,,,,,
Tax Provision,,438238000.0,698908000.0,451637000.0,429781000.0,2313.HK,,,,,,,,,,,,,,
Pretax Income,,4995501000.0,5262073000.0,3823316000.0,5512426000.0,2313.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,10312000.0,18093000.0,17763000.0,17333000.0,2313.HK,,,,,,,,,,,,,,
Special Income Charges,,49129000.0,-16000.0,-1986000.0,-43284000.0,2313.HK,,,,,,,,,,,,,,
Other Special Charges,,-49129000.0,16000.0,1986000.0,43284000.0,2313.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,433099000.0,49767000.0,80460000.0,224005000.0,2313.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,,345805000.0,228359000.0,144036000.0,108250000.0,2313.HK,,,,,,,,,,,,,,
Interest Income Non Operating,,778904000.0,278126000.0,224496000.0,332255000.0,2313.HK,,,,,,,,,,,,,,
Operating Income,,4264743000.0,4139753000.0,3752095000.0,5736756000.0,2313.HK,,,,,,,,,,,,,,
Operating Expense,,1795133000.0,1986096000.0,2037552000.0,1457852000.0,2313.HK,,,,,,,,,,,,,,
Selling General And Administration,,2045438000.0,2158728000.0,2210153000.0,1787438000.0,2313.HK,,,,,,,,,,,,,,
Selling And Marketing Expense,,164164000.0,204250000.0,231658000.0,148679000.0,2313.HK,,,,,,,,,,,,,,
General And Administrative Expense,,1881274000.0,1954478000.0,1978495000.0,1638759000.0,2313.HK,,,,,,,,,,,,,,
Gross Profit,,6059876000.0,6125849000.0,5789647000.0,7194608000.0,2313.HK,,,,,,,,,,,,,,
Cost Of Revenue,,18909916000.0,21655563000.0,18055359000.0,15836040000.0,2313.HK,,,,,,,,,,,,,,
Total Revenue,,24969792000.0,27781412000.0,23845006000.0,23030648000.0,2313.HK,,,,,,,,,,,,,,
Operating Revenue,,24969792000.0,27781412000.0,23845006000.0,23030648000.0,2313.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,,-172310536.0,-214515581.0,-196229110.0,-92681818.8,2319.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,,0.226,0.203,0.154,0.1572,2319.HK,,,,,,,,,,,,,,
Normalized EBITDA,,11944646000.0,10820154000.0,9660663000.0,7453488000.0,2319.HK,,,,,,,,,,,,,,
Total Unusual Items,,-762436000.0,-314290000.0,-652985000.0,-589579000.0,2319.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,-762436000.0,-1056727000.0,-1274215000.0,-589579000.0,2319.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,4809197000.0,5302972000.0,5025537000.0,3525044000.0,2319.HK,,,,,,,,,,,,,,
Reconciled Depreciation,,3300742000.0,2878248000.0,2396438000.0,2136868000.0,2319.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,,61983946000.0,59903540000.0,55751561000.0,47405564000.0,2319.HK,,,,,,,,,,,,,,
EBITDA,,11182210000.0,10505864000.0,9007678000.0,6863909000.0,2319.HK,,,,,,,,,,,,,,
EBIT,,7881468000.0,7627616000.0,6611240000.0,4727041000.0,2319.HK,,,,,,,,,,,,,,
Net Interest Income,,106274000.0,260122000.0,284322000.0,512358000.0,2319.HK,,,,,,,,,,,,,,
Interest Expense,,1569281000.0,1125263000.0,743072000.0,572255000.0,2319.HK,,,,,,,,,,,,,,
Interest Income,,1675555000.0,1385385000.0,1027394000.0,1084613000.0,2319.HK,,,,,,,,,,,,,,
Normalized Income,,5399322464.0,6887620419.0,6724752890.0,4021941181.2,2319.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,4809197000.0,5302972000.0,5025537000.0,3525044000.0,2319.HK,,,,,,,,,,,,,,
Total Expenses,,91896182000.0,86677440000.0,82948195000.0,72188064000.0,2319.HK,,,,,,,,,,,,,,
Rent Expense Supplemental,,260106000.0,281530000.0,,,2319.HK,,,,,,,,,,,,,,
Diluted Average Shares,,,3969082000.0,3967896000.0,3951334000.0,2319.HK,,,,,,,,,,,,,,
Basic Average Shares,,,3951263000.0,3944510000.0,3929265000.0,2319.HK,,,,,,,,,,,,,,
Diluted EPS,,,1.336,1.267,0.892,2319.HK,,,,,,,,,,,,,,
Basic EPS,,,1.342,1.274,0.897,2319.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,4809197000.0,5302972000.0,5025537000.0,3525044000.0,2319.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,,4809197000.0,5302972000.0,5025537000.0,3525044000.0,2319.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,0.0,0.0,0.0,0.0,2319.HK,,,,,,,,,,,,,,
Net Income,,4809197000.0,5302972000.0,5025537000.0,3525044000.0,2319.HK,,,,,,,,,,,,,,
Minority Interests,,-77778000.0,118168000.0,61879000.0,23451000.0,2319.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,4886975000.0,5184804000.0,4963658000.0,3501593000.0,2319.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,,4886975000.0,5184804000.0,4963658000.0,3501593000.0,2319.HK,,,,,,,,,,,,,,
Tax Provision,,1425212000.0,1317549000.0,904510000.0,653193000.0,2319.HK,,,,,,,,,,,,,,
Pretax Income,,6312187000.0,6502353000.0,5868168000.0,4154786000.0,2319.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,225951000.0,1019803000.0,971429000.0,-340724000.0,2319.HK,,,,,,,,,,,,,,
Special Income Charges,,-680187000.0,-963168000.0,-1238114000.0,-697237000.0,2319.HK,,,,,,,,,,,,,,
Other Special Charges,,-1144000.0,-319389000.0,-17347000.0,475283000.0,2319.HK,,,,,,,,,,,,,,
Write Off,,681331000.0,527481000.0,391833000.0,252805000.0,2319.HK,,,,,,,,,,,,,,
Impairment Of Capital Assets,,,0.0,204306000.0,75640000.0,2319.HK,,,,,,,,,,,,,,
Restructuring And Mergern Acquisition,,0.0,12639000.0,38092000.0,-106491000.0,2319.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,106274000.0,260122000.0,284322000.0,512358000.0,2319.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,,1569281000.0,1125263000.0,743072000.0,572255000.0,2319.HK,,,,,,,,,,,,,,
Interest Income Non Operating,,1675555000.0,1385385000.0,1027394000.0,1084613000.0,2319.HK,,,,,,,,,,,,,,
Operating Income,,6727859000.0,5915882000.0,5193280000.0,3846780000.0,2319.HK,,,,,,,,,,,,,,
Operating Expense,,29912236000.0,26773900000.0,27196634000.0,24782500000.0,2319.HK,,,,,,,,,,,,,,
Other Operating Expenses,,534812000.0,477439000.0,516374000.0,473262000.0,2319.HK,,,,,,,,,,,,,,
Selling General And Administration,,29934742000.0,26789160000.0,27011976000.0,24673872000.0,2319.HK,,,,,,,,,,,,,,
Selling And Marketing Expense,,25192211000.0,22347316000.0,23487674000.0,21540925000.0,2319.HK,,,,,,,,,,,,,,
General And Administrative Expense,,4742531000.0,4441844000.0,3524302000.0,3132947000.0,2319.HK,,,,,,,,,,,,,,
Gross Profit,,36640095000.0,32689782000.0,32389914000.0,28629280000.0,2319.HK,,,,,,,,,,,,,,
Cost Of Revenue,,61983946000.0,59903540000.0,55751561000.0,47405564000.0,2319.HK,,,,,,,,,,,,,,
Total Revenue,,98624041000.0,92593322000.0,88141475000.0,76034844000.0,2319.HK,,,,,,,,,,,,,,
Operating Revenue,,98624041000.0,92593322000.0,88141475000.0,76034844000.0,2319.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,,21372901.0,48595000.0,29903302.0,-7129680.0,2331.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,,0.251,0.25,0.247,0.244,2331.HK,,,,,,,,,,,,,,
Normalized EBITDA,,6228170000.0,6776940000.0,6412082000.0,3343873000.0,2331.HK,,,,,,,,,,,,,,
Total Unusual Items,,85151000.0,194380000.0,121066000.0,-29220000.0,2331.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,85151000.0,194380000.0,121066000.0,-29220000.0,2331.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,3186910000.0,4063834000.0,4010881000.0,1698484000.0,2331.HK,,,,,,,,,,,,,,
Reconciled Depreciation,,1896658000.0,1453794000.0,1140462000.0,1012816000.0,2331.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,,14246436000.0,13318590000.0,10603183000.0,7362627000.0,2331.HK,,,,,,,,,,,,,,
EBITDA,,6313321000.0,6971320000.0,6533148000.0,3314653000.0,2331.HK,,,,,,,,,,,,,,
EBIT,,4416663000.0,5517526000.0,5392686000.0,2301837000.0,2331.HK,,,,,,,,,,,,,,
Net Interest Income,,295293000.0,233426000.0,63101000.0,77277000.0,2331.HK,,,,,,,,,,,,,,
Interest Expense,,160494000.0,102426000.0,64449000.0,53972000.0,2331.HK,,,,,,,,,,,,,,
Interest Income,,476739000.0,353987000.0,145097000.0,143526000.0,2331.HK,,,,,,,,,,,,,,
Normalized Income,,3123131901.0,3918049000.0,3919718302.0,1720574320.0,2331.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,3186910000.0,4063834000.0,4010881000.0,1698484000.0,2331.HK,,,,,,,,,,,,,,
Total Expenses,,24222026000.0,21320889000.0,17651659000.0,12362719000.0,2331.HK,,,,,,,,,,,,,,
Total Operating Income As Reported,,3559087000.0,4886758000.0,5136376000.0,2195969000.0,2331.HK,,,,,,,,,,,,,,
Diluted Average Shares,,2598132000.0,2633080000.0,2538956000.0,2511747000.0,2331.HK,,,,,,,,,,,,,,
Basic Average Shares,,2586489000.0,2615354000.0,2505199000.0,2454086000.0,2331.HK,,,,,,,,,,,,,,
Diluted EPS,,1.2266,1.5434,1.5797,0.6762,2331.HK,,,,,,,,,,,,,,
Basic EPS,,1.2321,1.5538,1.601,0.6921,2331.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,3186910000.0,4063834000.0,4010881000.0,1698484000.0,2331.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,,3186910000.0,4063834000.0,4010881000.0,1698484000.0,2331.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,0.0,0.0,0.0,0.0,2331.HK,,,,,,,,,,,,,,
Net Income,,3186910000.0,4063834000.0,4010881000.0,1698484000.0,2331.HK,,,,,,,,,,,,,,
Minority Interests,,-52000.0,63000.0,-7000.0,0.0,2331.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,3186962000.0,4063771000.0,4010888000.0,1698484000.0,2331.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,,3186962000.0,4063771000.0,4010888000.0,1698484000.0,2331.HK,,,,,,,,,,,,,,
Tax Provision,,1069207000.0,1351329000.0,1317349000.0,549381000.0,2331.HK,,,,,,,,,,,,,,
Pretax Income,,4256169000.0,5415100000.0,5328237000.0,2247865000.0,2331.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,97471000.0,209884000.0,94688000.0,22032000.0,2331.HK,,,,,,,,,,,,,,
Special Income Charges,,,,15682000.0,-30466000.0,2331.HK,,,,,,,,,,,,,,
Write Off,,,,-15682000.0,30466000.0,2331.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,295293000.0,233426000.0,63101000.0,77277000.0,2331.HK,,,,,,,,,,,,,,
Total Other Finance Cost,,20952000.0,18135000.0,17547000.0,12277000.0,2331.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,,160494000.0,102426000.0,64449000.0,53972000.0,2331.HK,,,,,,,,,,,,,,
Interest Income Non Operating,,476739000.0,353987000.0,145097000.0,143526000.0,2331.HK,,,,,,,,,,,,,,
Operating Income,,3376465000.0,4482494000.0,4920622000.0,2094252000.0,2331.HK,,,,,,,,,,,,,,
Operating Expense,,9975590000.0,8002299000.0,7048476000.0,5000092000.0,2331.HK,,,,,,,,,,,,,,
Other Operating Expenses,,-19638000.0,-24321000.0,-15682000.0,,2331.HK,,,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,,76274000.0,60826000.0,47025000.0,0.0,2331.HK,,,,,,,,,,,,,,
Depreciation Income Statement,,76274000.0,60826000.0,47025000.0,0.0,2331.HK,,,,,,,,,,,,,,
Selling General And Administration,,10336273000.0,8427521000.0,7248752000.0,5229776000.0,2331.HK,,,,,,,,,,,,,,
Selling And Marketing Expense,,9080121000.0,7314303000.0,6138077000.0,4424718000.0,2331.HK,,,,,,,,,,,,,,
General And Administrative Expense,,1256152000.0,1113218000.0,1110675000.0,805058000.0,2331.HK,,,,,,,,,,,,,,
Gross Profit,,13352055000.0,12484793000.0,11969098000.0,7094344000.0,2331.HK,,,,,,,,,,,,,,
